Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,1.18728e+006,1.18728e+006
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,166520,172466
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),229319,229319
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,263719,264185
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,218939,279738
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),379750,390238
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,219261,219261
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,657702,861571
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,67930,75488
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),98784,106751
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,82556,83403
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,77803,83058
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),108158,108158
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,180044,187062
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),267758,267758
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,282157,286072
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,42363,50818
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),61721,66428
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,64760,64760
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),85133,85133
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,58347,62079
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),84400,86206
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,164952,183830
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,232529,232529
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,44888,46359
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),58601,68377
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,432262,432262
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,49242,51004
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),80700,80700
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,47814,51783
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),71639,81175
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,146622,151030
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,163611,163611
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),225434,225434
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,10504,12508
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),19431,19431
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,17793,17793
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),57108,57108
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,19090,19090
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,69070,69070
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,9674,10301
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),18743,18888
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,10640,11815
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,12799,12799
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,59680,59882
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),151941,151941
"National Institute of Technology, Jamshedpur","Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,300350,381200
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,19385,25461
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),36265,36265
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,27630,33161
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,29507,33369
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),52392,52392
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,115759,115759
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),179567,179567
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,19738,22036
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),32702,32702
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,417855,417855
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,22120,22921
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),38963,38963
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,22748,25747
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),40519,40519
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,538245,538245
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,93395,104500
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),145984,145984
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,123726,123726
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,17397,18682
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,23980,23980
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,20154,24857
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,12681,14729
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,15307,15882
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,16526,19412
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),33388,33388
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,72132,80251
